header,class,group,gene,mechanism
JN129451.1.gene1.p01|FEATURES|VIM-30|beta-lactam|VIM,beta-lactam,VIM,VIM-30,NA
gi:730568754:ref:WP_034049402.1:|FEATURES|mexC|multidrug|mexC,multidrug,mexC,mexC,NA
KF986262.1.gene1.p01|FEATURES|OXA-383|beta-lactam|OXA,beta-lactam,OXA,OXA-383,NA
gi:168258996:gb:ACA23181.1:|FEATURES|tetW|tetracycline|tetW,tetracycline,tetW,tetW,NA
AAC77110|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
CP003583.1.gene510.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter,multidrug,EmrB-QacA_family_major_facilitator_transporter,EmrB-QacA_family_major_facilitator_transporter,NA
gi:486158791:ref:WP_001522461.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
EU547446.1.gene1.p1|FEATURES|OXA-131|beta-lactam|OXA,beta-lactam,OXA,OXA-131,NA
gi:518315499:ref:WP_019485706.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:488872078:ref:WP_002784303.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
Y16410.1.gene2.p01|FEATURES|DHA-6|beta-lactam|DHA,beta-lactam,DHA,DHA-6,NA
gi:514883218:ref:WP_016615053.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:498517610:ref:WP_010817605.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:695719629:ref:WP_032647105.1:|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
JX982636.1.gene1.p01|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:639209604:ref:WP_024547784.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:651279333:ref:WP_026411319.1:|FEATURES|vanX|glycopeptide|vanX,glycopeptide,vanX,vanX,NA
gi:730645985:ref:WP_034062900.1:|FEATURES|mexA|multidrug|mexA,multidrug,mexA,mexA,NA
AY339985.2.gene4.p01|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
gi:446910348:ref:WP_000987604.1:|FEATURES|adeB|multidrug|adeB,multidrug,adeB,adeB,NA
gi:948137056:ref:WP_056795395.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
AAN41440|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I,aminoglycoside,aac(3)-I,aac(3)-I,NA
gi:583082565:ref:WP_024155124.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:446866507:ref:WP_000943763.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:695269955:ref:WP_032492024.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
gi:928824385:ref:WP_053884538.1:|FEATURES|mdfA|multidrug|mdfA,multidrug,mdfA,mdfA,NA
gi:487083213:ref:WP_001626199.1:|FEATURES|mdtE|multidrug|mdtE,multidrug,mdtE,mdtE,NA
YP_002115369|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:493862656:ref:WP_006809409.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:487138644:ref:WP_001630041.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
KF823969.1.gene2.p01|FEATURES|vanS|glycopeptide|vanS,glycopeptide,vanS,vanS,NA
gi:780188977:ref:WP_045507040.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:518176507:ref:WP_019346715.1:|FEATURES|tetV|tetracycline|tetV,tetracycline,tetV,tetV,NA
AAT49071|FEATURES|dfrB2|diaminopyrimidine|dfrB2,diaminopyrimidine,dfrB2,dfrB2,NA
AJ854182.1.gene1.p01|FEATURES|OXA-74|beta-lactam|OXA,beta-lactam,OXA,OXA-74,NA
gi:974652669:ref:WP_059238406.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:752551513:ref:WP_041222758.1:|FEATURES|mexE|multidrug|mexE,multidrug,mexE,mexE,NA
YP_002113107|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA,aminoglycoside,kasugamycin_resistance_protein_ksgA,kasugamycin_resistance_protein_ksgA,NA
gi:779970450:ref:WP_045417323.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:1041858977:ref:WP_065223557.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
AAV74568|FEATURES|vanB|glycopeptide|vanB,glycopeptide,vanB,vanB,NA
GU169702.1.gene2.p01|FEATURES|GES-13|beta-lactam|GES,beta-lactam,GES,GES-13,NA
gi:723052356:ref:WP_033548863.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
gi:446900658:ref:WP_000977914.1:|FEATURES|ompF|multidrug|ompF,multidrug,ompF,ompF,NA
gi:485735942:ref:WP_001363173.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:1015940311:ref:WP_062893510.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
AF110130.1.orf0.gene.p01|FEATURES|lnuB|MLS|lnuB,MLS,lnuB,lnuB,NA
YP_001573343|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:780025361:ref:WP_045441598.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:485730103:ref:WP_001358055.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:895916926:ref:WP_049014695.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
B7LM76|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:447059728:ref:WP_001136984.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:585353377:ref:WP_024234985.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
CAO91617|FEATURES|PBP-2X|beta-lactam|PBP-2X,beta-lactam,PBP-2X,PBP-2X,NA
JF460794.1.gene1.p01|FEATURES|CMY-60|beta-lactam|CMX,beta-lactam,CMX,CMY-60,NA
gi:488129565:ref:WP_002200773.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:1031652280:gb:ANG22809.1:|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
AAV80410|FEATURES|tetT|tetracycline|tetT,tetracycline,tetT,tetT,NA
gi:553762722:ref:WP_023095117.1:|FEATURES|mexA|multidrug|mexA,multidrug,mexA,mexA,NA
gi:488053456:ref:WP_002124853.1:|FEATURES|bcrA|bacitracin|bcrA,bacitracin,bcrA,bcrA,NA
YP_302016|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
NP_978424|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
HE614014.2.gene1.p01|FEATURES|OXA-258|beta-lactam|OXA,beta-lactam,OXA,OXA-258,NA
AAC45547|FEATURES|PBP-2X|beta-lactam|PBP-2X,beta-lactam,PBP-2X,PBP-2X,NA
gi:695701938:ref:WP_032639200.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:510924852:ref:WP_016245605.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
AJ536835.1.gene1.p01|FEATURES|VIM-7|beta-lactam|VIM,beta-lactam,VIM,VIM-7,NA
gi:1039555216:ref:WP_064884317.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
EU274580.1.gene1.p1|FEATURES|TEM-162|beta-lactam|TEM,beta-lactam,TEM,TEM-162,NA
gi:486206507:ref:WP_001552670.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:320086408:emb:CBY96181.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:491689491:ref:WP_005545369.1:|FEATURES|vanY|glycopeptide|vanY,glycopeptide,vanY,vanY,NA
gi:693143742:ref:WP_032283697.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:1022697770:ref:WP_063448756.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:331067648:gb:EGI39050.1:|FEATURES|mdtL|multidrug|mdtL,multidrug,mdtL,mdtL,NA
M93113.gene.p01|FEATURES|catB|phenicol|catB,phenicol,catB,catB,NA
gi:498399943:ref:WP_010713140.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
AM850918.2.gene1.p01|FEATURES|OKP-B|beta-lactam|OKP-B,beta-lactam,OKP-B,OKP-B,NA
gi:1039476118:ref:WP_064814315.1:|FEATURES|aadK|aminoglycoside|aadK,aminoglycoside,aadK,aadK,NA
gi:766963854:ref:WP_044861831.1:|FEATURES|mdtN|multidrug|mdtN,multidrug,mdtN,mdtN,NA
gi:798852310:ref:WP_045893453.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I,aminoglycoside,aph(6)-I,aph(6)-I,NA
AF016483.gene.p01|FEATURES|aph(2'')-IV|aminoglycoside|aph(2'')-IV,aminoglycoside,aph(2'')-IV,aph(2'')-IV,NA
gi:641686680:emb:CDN84509.1:|FEATURES|emrD|multidrug|emrD,multidrug,emrD,emrD,NA
gi:446866519:ref:WP_000943775.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:663342223:ref:WP_030341347.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
KF992029.1.gene1.p01|FEATURES|ACT-19|beta-lactam|ACT,beta-lactam,ACT,ACT-19,NA
gi:486342075:ref:WP_001587825.1:|FEATURES|mecR1|beta-lactam|mecR1,beta-lactam,mecR1,mecR1,NA
AAP46608|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
gi:485852961:ref:WP_001455099.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:1004367277:ref:WP_061537620.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:1002581018:ref:WP_061401754.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:446657931:ref:WP_000735277.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:649725915:gb:AIC64480.1:|FEATURES|CTX-M|beta-lactam|CTX-M,beta-lactam,CTX-M,CTX-M,NA
NC_010410.6002906.p01|FEATURES|adeA|multidrug|adeA,multidrug,adeA,adeA,NA
gi:1016949518:ref:WP_063150532.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:835943791:ref:WP_047706567.1:|FEATURES|tetA|tetracycline|tetA,tetracycline,tetA,tetA,NA
NC_008702.1.4607594.p01|FEATURES|ompR|multidrug|ompR,multidrug,ompR,ompR,NA
AY077488.2.gene1.p01|FEATURES|OXY-2|beta-lactam|OXY,beta-lactam,OXY,OXY-2,NA
ZP_02684554|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
P43433|FEATURES|mycinamicin-resistance_protein_myrB|unclassified|mycinamicin-resistance_protein_myrB,unclassified,mycinamicin-resistance_protein_myrB,mycinamicin-resistance_protein_myrB,NA
gi:499976090:ref:WP_011656808.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:485853668:ref:WP_001455649.1:|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:920589277:ref:WP_053008119.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
EU086830.1.gene1.p01|FEATURES|OXA-136|beta-lactam|OXA,beta-lactam,OXA,OXA-136,NA
gi:515713611:ref:WP_017146211.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:817652267:ref:WP_046618460.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:815151577:emb:CEB97148.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
BAH65866|FEATURES|emrD|multidrug|emrD,multidrug,emrD,emrD,NA
gi:745784678:ref:WP_039078098.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
AJ579365.gene.p01|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
YP_002315561|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:852044738:ref:WP_048269010.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
AY524989.1.gene1.p01|FEATURES|VIM-10|beta-lactam|VIM,beta-lactam,VIM,VIM-10,NA
CP004022.1.gene1673.p01|FEATURES|mdtB|multidrug|mdtB,multidrug,mdtB,mdtB,NA
gi:1015927937:ref:WP_062886781.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
GQ853681.1.gene1.p1|FEATURES|OXA-150|beta-lactam|OXA,beta-lactam,OXA,OXA-150,NA
gi:651574192:ref:WP_026574226.1:|FEATURES|vanZ|glycopeptide|vanZ,glycopeptide,vanZ,vanZ,NA
gi:487634907:ref:WP_001741254.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:1036495449:emb:SAM48405.1:|FEATURES|vanW|glycopeptide|vanW,glycopeptide,vanW,vanW,NA
gi:496340078:ref:WP_009049256.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
YP_001480516|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:447097709:ref:WP_001174965.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
AY259119.1.gene1.p1|FEATURES|SHV-44|beta-lactam|SHV,beta-lactam,SHV,SHV-44,NA
gi:487613526:ref:WP_001735490.1:|FEATURES|arnA|polymyxin|arnA,polymyxin,arnA,arnA,NA
gi:757765849:ref:WP_042986334.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:559230280:ref:WP_023582028.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
AF310956.2.gene5.p01|FEATURES|vanH|glycopeptide|vanH,glycopeptide,vanH,vanH,NA
AAM93473|FEATURES|ampC|beta-lactam|ampC,beta-lactam,ampC,ampC,NA
gi:490352055:ref:WP_004231828.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
ZP_02463551|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:487429695:ref:WP_001688225.1:|FEATURES|mdtM|multidrug|mdtM,multidrug,mdtM,mdtM,NA
gi:1039430646:ref:WP_064794419.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:983457963:ref:WP_060617983.1:|FEATURES|emrB|multidrug|emrB,multidrug,emrB,emrB,NA
gi:766632533:ref:WP_044805600.1:|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
AJ635402.2.gene1.p01|FEATURES|OKP-B|beta-lactam|OKP-B,beta-lactam,OKP-B,OKP-B,NA
gi:446399514:ref:WP_000477369.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:588293047:pdb:4NB1:A|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:749652887:ref:WP_040253321.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
EAS48788|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:486603784:ref:WP_001618699.1:|FEATURES|mdtC|multidrug|mdtC,multidrug,mdtC,mdtC,NA
gi:896520548:ref:WP_049425590.1:|FEATURES|norA|multidrug|norA,multidrug,norA,norA,NA
gi:1027683895:ref:WP_063622719.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
gi:1005610300:ref:WP_061692761.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
DQ174308.1.gene1.p01|FEATURES|SHV-69|beta-lactam|SHV,beta-lactam,SHV,SHV-69,NA
CAI29522|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter,phenicol,chloramphenicol_exporter,chloramphenicol_exporter,NA
gi:647640371:ref:WP_025912926.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:959844417:ref:WP_058131329.1:|FEATURES|mexH|multidrug|mexH,multidrug,mexH,mexH,NA
AB114632.1.gene2.p01|FEATURES|aadA|aminoglycoside|aadA,aminoglycoside,aadA,aadA,NA
gi:1005585663:ref:WP_061675841.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:970558766:ref:WP_058820271.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:365747723:gb:AEW71950.1:|FEATURES|fosA|fosfomycin|fosA,fosfomycin,fosA,fosA,NA
Q06240|FEATURES|vanS|glycopeptide|vanS,glycopeptide,vanS,vanS,NA
gi:765470878:ref:WP_044720440.1:|FEATURES|mdtA|multidrug|mdtA,multidrug,mdtA,mdtA,NA
gi:1016088209:ref:WP_062932045.1:|FEATURES|mdtG|multidrug|mdtG,multidrug,mdtG,mdtG,NA
gi:766647014:ref:WP_044815582.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
YP_001572363|FEATURES|mdtP|multidrug|mdtP,multidrug,mdtP,mdtP,NA
gi:983456720:ref:WP_060617235.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
gi:446291361:ref:WP_000369216.1:|FEATURES|mecI|beta-lactam|mecI,beta-lactam,mecI,mecI,NA
AAX55643|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:445947007:ref:WP_000024862.1:|FEATURES|mdtF|multidrug|mdtF,multidrug,mdtF,mdtF,NA
gi:498515531:ref:WP_010815682.1:|FEATURES|vanX|glycopeptide|vanX,glycopeptide,vanX,vanX,NA
gi:959846751:ref:WP_058132760.1:|FEATURES|aac(6')-II|aminoglycoside|aac(6')-II,aminoglycoside,aac(6')-II,aac(6')-II,NA
BAE54319|FEATURES|ereB|MLS|ereB,MLS,ereB,ereB,NA
NC_002695.1.916015.p01|FEATURES|mexX|multidrug|mexX,multidrug,mexX,mexX,NA
gi:469474703:pdb:4JD1:A|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
gi:739681703:ref:WP_037536464.1:|FEATURES|marR|multidrug|marR,multidrug,marR,marR,NA
KF297579.1.gene1.p01|FEATURES|OXA-350|beta-lactam|OXA,beta-lactam,OXA,OXA-350,NA
gi:686309731:ref:WP_031870663.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
ZP_01072284|FEATURES|tetM|tetracycline|tetM,tetracycline,tetM,tetM,NA
gi:693137385:ref:WP_032279889.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:1027743431:ref:WP_063676343.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
M14730.gene.p01|FEATURES|ermF|MLS|ermF,MLS,ermF,ermF,NA
gi:872690718:emb:CRQ22488.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:691070252:ref:WP_032011965.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:895858069:ref:WP_048969082.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:851934663:ref:WP_048223926.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
YP_002181880|FEATURES|tcmA|tetracenomycin_C|tcmA,tetracenomycin_C,tcmA,tcmA,NA
gi:554679680:ref:WP_023180661.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:510899407:ref:WP_016231666.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
AAP46622|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
AY553333.1.gene1.p01|FEATURES|IMP-15|beta-lactam|IMP,beta-lactam,IMP,IMP-15,NA
gi:81246703:gb:ABB67411.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:1006152247:ref:WP_061733462.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:519083992:ref:WP_020239867.1:|FEATURES|class_C|beta-lactam|class_C,beta-lactam,class_C,class_C,NA
EF552405.1.gene1.p01|FEATURES|OXA-141|beta-lactam|OXA,beta-lactam,OXA,OXA-141,NA
gi:754968546:ref:WP_042324453.1:|FEATURES|acrB|multidrug|acrB,multidrug,acrB,acrB,NA
gi:510924127:ref:WP_016244912.1:|FEATURES|emrK|multidrug|emrK,multidrug,emrK,emrK,NA
gi:488056068:ref:WP_002127465.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
KF885217.1.gene1.p01|FEATURES|OXA-365|beta-lactam|OXA,beta-lactam,OXA,OXA-365,NA
gi:488067981:ref:WP_002139378.1:|FEATURES|bcrA|bacitracin|bcrA,bacitracin,bcrA,bcrA,NA
gi:446573689:ref:WP_000651035.1:|FEATURES|mepA|multidrug|mepA,multidrug,mepA,mepA,NA
YP_691421|FEATURES|mdtO|multidrug|mdtO,multidrug,mdtO,mdtO,NA
gi:1007064214:ref:WP_061839264.1:|FEATURES|fmtC|beta-lactam|fmtC,beta-lactam,fmtC,fmtC,NA
gi:916178542:ref:WP_050963202.1:|FEATURES|mecA|beta-lactam|mecA,beta-lactam,mecA,mecA,NA
gi:490371774:ref:WP_004251378.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:631799622:gb:AHZ14287.1:|FEATURES|lmrB|MLS|lmrB,MLS,lmrB,lmrB,NA
gi:1028098545:ref:WP_063855046.1:|FEATURES|sul1|sulfonamide|sul1,sulfonamide,sul1,sul1,NA
JF802084.2.gene4.p01|FEATURES|vanR|glycopeptide|vanR,glycopeptide,vanR,vanR,NA
gi:895819918:ref:WP_048943810.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
gi:490375495:ref:WP_004255096.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
BAH17153|FEATURES|bacA|bacitracin|bacA,bacitracin,bacA,bacA,NA
gi:326634098:pdb:2Y6R:A|FEATURES|tetX|tetracycline|tetX,tetracycline,tetX,tetX,NA
gi:489273368:ref:WP_003181080.1:|FEATURES|fosB|fosfomycin|fosB,fosfomycin,fosB,fosB,NA
AAD21213|FEATURES|bcrA|bacitracin|bcrA,bacitracin,bcrA,bcrA,NA
gi:972325822:ref:WP_058982820.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
CAD11599|FEATURES|tetA|tetracycline|tetA,tetracycline,tetA,tetA,NA
gi:772657929:ref:WP_045281252.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:895895864:ref:WP_048997630.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:486390050:ref:WP_001602088.1:|FEATURES|macA|MLS|macA,MLS,macA,macA,NA
JQ407409.1.gene2.p01|FEATURES|IMP-28|beta-lactam|IMP,beta-lactam,IMP,IMP-28,NA
gi:485876184:ref:WP_001472477.1:|FEATURES|mdtF|multidrug|mdtF,multidrug,mdtF,mdtF,NA
gi:686392085:ref:WP_031906491.1:|FEATURES|mecA|beta-lactam|mecA,beta-lactam,mecA,mecA,NA
ABQ23577|FEATURES|LEN-17|beta-lactam|LEN,beta-lactam,LEN,LEN-17,NA
AY039040.1.gene1.p01|FEATURES|TEM-89|beta-lactam|TEM,beta-lactam,TEM,TEM-89,NA
gi:513823673:ref:WP_016512811.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
gi:512743205:ref:WP_016499908.1:|FEATURES|mexF|multidrug|mexF,multidrug,mexF,mexF,NA
ACP19236|FEATURES|vanA|glycopeptide|vanA,glycopeptide,vanA,vanA,NA
CAU08343|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase,beta-lactam,metallo-beta-lactamase,metallo-beta-lactamase,NA
gi:950274036:ref:WP_057309929.1:|FEATURES|lsa|MLS|lsa,MLS,lsa,lsa,NA
YP_001144149|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase,phenicol,cat_chloramphenicol_acetyltransferase,cat_chloramphenicol_acetyltransferase,NA
gi:927316410:ref:WP_053810568.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:727258642:ref:WP_033717873.1:|FEATURES|class_A|beta-lactam|class_A,beta-lactam,class_A,class_A,NA
NP_631702|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter,phenicol,chloramphenicol_exporter,chloramphenicol_exporter,NA
ABJ15828|FEATURES|dfrA12|diaminopyrimidine|dfrA12,diaminopyrimidine,dfrA12,dfrA12,NA
HQ425492.1.gene1.p01|FEATURES|OXA-194|beta-lactam|OXA,beta-lactam,OXA,OXA-194,NA
gi:749611336:ref:WP_040233282.1:|FEATURES|emrA|multidrug|emrA,multidrug,emrA,emrA,NA
gi:505288054:ref:WP_015475156.1:|FEATURES|mexB|multidrug|mexB,multidrug,mexB,mexB,NA
gi:695891735:ref:WP_032792824.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:754608317:ref:WP_041998010.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter,multidrug,multidrug_ABC_transporter,multidrug_ABC_transporter,NA
gi:447097718:ref:WP_001174974.1:|FEATURES|mdtK|multidrug|mdtK,multidrug,mdtK,mdtK,NA
gi:998245120:ref:WP_061098715.1:|FEATURES|macB|MLS|macB,MLS,macB,macB,NA
gi:656323931:ref:WP_029254989.1:|FEATURES|rifampin_monooxygenase|rifamycin|rifampin_monooxygenase,rifamycin,rifampin_monooxygenase,rifampin_monooxygenase,NA
AAP46614|FEATURES|penA|beta-lactam|penA,beta-lactam,penA,penA,NA
JX131372.1.gene1.p01|FEATURES|IMP-37|beta-lactam|IMP,beta-lactam,IMP,IMP-37,NA
JF949915.1.gene1.p01|FEATURES|TEM-1|beta-lactam|TEM,beta-lactam,TEM,TEM-1,NA
gi:739083419:ref:WP_036954565.1:|FEATURES|mdtH|multidrug|mdtH,multidrug,mdtH,mdtH,NA
gi:479981910:gb:ENV25515.1:|FEATURES|tetR|tetracycline|tetR,tetracycline,tetR,tetR,NA
gi:1016550147:ref:WP_063118246.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
gi:588200655:gb:EXE73748.1:|FEATURES|TolC|multidrug|TolC,multidrug,TolC,TolC,NA
AAM48116|FEATURES|CfxA2|beta-lactam|CfxA2,beta-lactam,CfxA2,CfxA2,NA
gi:759363558:ref:WP_043092439.1:|FEATURES|oprJ|multidrug|oprJ,multidrug,oprJ,oprJ,NA
CAC85157|FEATURES|ampC|beta-lactam|ampC,beta-lactam,ampC,ampC,NA
gi:1004699758:gb:AMP48969.1:|FEATURES|tetX|tetracycline|tetX,tetracycline,tetX,tetX,NA
