header	amino_acid_length	nucleotide_length
J2XVE7|FEATURES|UNIPROT_deepARG|beta_lactam|PMI35_00271|antibiotic_inactivation|1	385	1155
A0A080SJ45|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	646	1938
A0A0D6S8B9|FEATURES|UNIPROT_deepARG|aminoglycoside|SZ54_3010|antibiotic_inactivation|0	151	453
A0A086YAJ7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
A0A091ACJ3|FEATURES|UNIPROT_deepARG|beta_lactam|JM66_05320|antibiotic_inactivation|1	253	759
EDK10390|FEATURES|ARDB_deepARG|beta_lactam|pbp1a|antibiotic_target_alteration|0	864	2592
A0A022IAZ9|FEATURES|UNIPROT_deepARG|aminoglycoside|J699_02921|antibiotic_inactivation|1	143	429
B0RLU8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
J3BBL0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0A6TJG6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A8RD70|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
YP_688360|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	408	1224
YP_001290033|FEATURES|ARDB_deepARG|beta_lactam|pbp1a|antibiotic_target_alteration|0	866	2598
A0A0R5RPL8|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	307	921
ZP_02433069|FEATURES|ARDB_deepARG|chloramphenicol|catI|antibiotic_inactivation|1	242	726
A0A0Q8THT6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A097R7U8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|AT03_06410|antibiotic_efflux|0	647	1941
NP_759331|FEATURES|ARDB_deepARG|tetracycline|tet34|antibiotic_target_alteration|1	154	462
YP_002384137|FEATURES|ARDB_deepARG|multidrug|mdtE|antibiotic_efflux|0	429	1287
A0A157TLN3|FEATURES|UNIPROT_deepARG|polymyxin|arnC_1|antibiotic_target_alteration|0	345	1035
A0A0A0Q8K7|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-30|antibiotic_inactivation|1	381	1143
F1DI10|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM|antibiotic_inactivation|1	160	480
S3I4V9|FEATURES|UNIPROT_deepARG|beta_lactam|ica_05539|antibiotic_inactivation|1	315	945
C6RFF6|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	645	1935
A0A085JHY7|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
A0A150CSG1|FEATURES|UNIPROT_deepARG|beta_lactam|AT268_05175|antibiotic_inactivation|1	308	924
A0A072WZW4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	289	867
ZP_04207693|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	264	792
B2TY28|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
Q5WWP7|FEATURES|UNIPROT_deepARG|beta_lactam|lpl1405|antibiotic_inactivation|1	266	798
A0A022PLW1|FEATURES|UNIPROT_deepARG|beta_lactam|BA1DRAFT_00723|antibiotic_inactivation|1	294	882
A0A0M5ILT8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
R8P6X1|FEATURES|UNIPROT_deepARG|beta_lactam|IKQ_02135|antibiotic_inactivation|1	310	930
A0A0C3MTP0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0J6GUC9|FEATURES|UNIPROT_deepARG|glycopeptide|arnD|antibiotic_inactivation|0	294	882
AAC45552.1|FEATURES|CARD_deepARG|macrolide-lincosamide-streptogramin|ErmC|antibiotic_target_alteration|1	244	732
A0A127SK65|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	388	1164
G9A680|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A0G3WZP5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	674	2022
C4TTC0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	649	1947
AAA72095|FEATURES|ARDB_deepARG|aminoglycoside|APH(3')-Ia|antibiotic_inactivation|1	271	813
A0A0K9JDM5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	281	843
YP_405598|FEATURES|ARDB_deepARG|multidrug|MdtL|antibiotic_efflux|0	391	1173
A0A126PPA7|FEATURES|UNIPROT_deepARG|chloramphenicol|AW879_13615|antibiotic_inactivation|1	221	663
A0A0J1VU37|FEATURES|UNIPROT_deepARG|chloramphenicol|SP99_00894|antibiotic_inactivation|1	225	675
A0A060L035|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
A0A154AT89|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A0B9AE02|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	338	1014
ZP_02377226|FEATURES|ARDB_deepARG|multidrug|CeoA|antibiotic_efflux|0	407	1221
W0Q9P6|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	640	1920
K1UV23|FEATURES|UNIPROT_deepARG|beta_lactam|SM8_01675|antibiotic_inactivation|1	312	936
B2VGJ3|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	273	819
CAK55563.1|FEATURES|CARD_deepARG|aminoglycoside|AAC(6')-31|antibiotic_inactivation|1	184	552
I4N321|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
Y0KKD9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0H7BTF7|FEATURES|UNIPROT_deepARG|beta_lactam|bla_1|antibiotic_inactivation|1	187	561
YP_002401983|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
A0A0M9FNY8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
A0A0D0JZH3|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	388	1164
A0A0W0M2S5|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
F9PCY0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	281	843
A0A104L769|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	389	1167
G2MSC1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
A0A0U4ECK9|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-114w|antibiotic_inactivation|1	275	825
A0A0H1RJJ6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
A0A031G8J9|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	388	1164
A0A0K8MRR4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A127T4G4|FEATURES|UNIPROT_deepARG|chloramphenicol|catD|antibiotic_inactivation|1	225	675
A0A0S4R682|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB_3|antibiotic_efflux|0	641	1923
BAH64410|FEATURES|ARDB_deepARG|multidrug|Bcr|antibiotic_efflux|0	398	1194
U1TW70|FEATURES|UNIPROT_deepARG|beta_lactam|N173_04160|antibiotic_inactivation|1	383	1149
F2LPE0|FEATURES|UNIPROT_deepARG|beta_lactam|bgla_2g26610|antibiotic_inactivation|1	393	1179
B2ZTR5|FEATURES|UNIPROT_deepARG|beta_lactam|ADC-2|antibiotic_inactivation|1	359	1077
U1ASI7|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	372	1116
D1CZM6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
Q2L9X2|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
N8R940|FEATURES|UNIPROT_deepARG|aminoglycoside|F991_01542|antibiotic_inactivation|1	145	435
X2KKG4|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	356	1068
J8CHT3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A073KCI4|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|1	143	429
B4DBG1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
YP_001572363|FEATURES|ARDB_deepARG|multidrug|MdtP|antibiotic_efflux|0	479	1437
A0A0W0NDN0|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
C8C0S9|FEATURES|UNIPROT_deepARG|beta_lactam|CMY-34|antibiotic_inactivation|1	381	1143
A0A154AYA6|FEATURES|UNIPROT_deepARG|beta_lactam|A3782_22205|antibiotic_inactivation|1	256	768
NP_831165|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	263	789
A0A123UV96|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
S1EGL0|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
A0A0A0Q9K4|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-17|antibiotic_inactivation|1	381	1143
ZP_03836027|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
A0A069EYV3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
ABR13271|FEATURES|ARDB_deepARG|multidrug|acrB|antibiotic_efflux|0	1048	3144
B1KZ37|FEATURES|UNIPROT_deepARG|multidrug|cfr|antibiotic_target_alteration|1	344	1032
B3WFR9|FEATURES|UNIPROT_deepARG|beta_lactam|oxa-2|antibiotic_inactivation|1	275	825
A0A0A0EUW9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
A0A091BVX4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
B2VCS9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	643	1929
YP_002389553|FEATURES|ARDB_deepARG|multidrug|MdtO|antibiotic_efflux|0	683	2049
A0A0E2M791|FEATURES|UNIPROT_deepARG|beta_lactam|L360_00404|antibiotic_inactivation|1	415	1245
YP_274443|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	277	831
D7NIY9|FEATURES|UNIPROT_deepARG|beta_lactam|blaCMY-107|antibiotic_inactivation|1	381	1143
A0A0U1NX91|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	140	420
F0T1S4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0M9DM58|FEATURES|UNIPROT_deepARG|chloramphenicol|ADM90_08130|antibiotic_inactivation|1	216	648
A0A0G1N3Y8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	259	777
J3ETJ7|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	360	1080
A0A0M6WVU0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	289	867
A0A143WR85|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0D5CA60|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M-15|antibiotic_inactivation|1	163	489
A0A0U1YUD7|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1	248	744
L0LI82|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
D0EJY7|FEATURES|UNIPROT_deepARG|beta_lactam|pdc-16|antibiotic_inactivation|1	397	1191
A0A0F4TZP2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
F5L7W1|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	139	417
C6D280|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	262	786
A0A133L9K7|FEATURES|UNIPROT_deepARG|beta_lactam|HMPREF3212_03797|antibiotic_inactivation|1	381	1143
F5MZR7|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
A0A0B5ZH41|FEATURES|UNIPROT_deepARG|beta_lactam|penPC|antibiotic_inactivation|1	306	918
A0A0P9SL63|FEATURES|UNIPROT_deepARG|beta_lactam|ALO50_101023|antibiotic_inactivation|1	385	1155
AAA22275|FEATURES|ARDB_deepARG|beta_lactam|BL2a_1|antibiotic_inactivation|1	257	771
A0A023D008|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
U7R1N7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	294	882
A0A060KQD7|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
A0A0K9GZF9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A095EJS1|FEATURES|UNIPROT_deepARG|beta_lactam|DM42_6630|antibiotic_inactivation|1	389	1167
B1W5S0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	291	873
A0A095WJ63|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	271	813
G7ZTT4|FEATURES|UNIPROT_deepARG|aminoglycoside|ANT(9)-Ia|antibiotic_inactivation|1	242	726
A7Y413|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	384	1152
YP_001700011|FEATURES|ARDB_deepARG|fosfomycin|FosB|antibiotic_inactivation|0	129	387
A0A022NAN1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A0D6FBV2|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
A0A0R3M827|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A0M2QNY2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	393	1179
A0A0M4STE8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	642	1926
ZP_02900740|FEATURES|ARDB_deepARG|multidrug|tolC|antibiotic_efflux|0	493	1479
A0A060KZA5|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
AFK13827.1|FEATURES|CARD_deepARG|multidrug|robA|antibiotic_efflux|0	289	867
A0A089NKW8|FEATURES|UNIPROT_deepARG|beta_lactam|blacep04|antibiotic_inactivation|1	385	1155
ACI02939|FEATURES|ARDB_deepARG|aminoglycoside|APH(6)-Id|antibiotic_inactivation|1	276	828
G9WN20|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
AAY43143|FEATURES|ARDB_deepARG|trimethoprim|dfrA1|antibiotic_target_replacement|1	157	471
A0A0P6U9A3|FEATURES|UNIPROT_deepARG|aminoglycoside|JI76_37075|antibiotic_inactivation|1	272	816
A0A0X8SED4|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	378	1134
L2TL31|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	296	888
A0A158FUC9|FEATURES|UNIPROT_deepARG|beta_lactam|AWB73_01647|antibiotic_inactivation|1	389	1167
T9S0M9|FEATURES|UNIPROT_deepARG|multidrug|mdtL|antibiotic_efflux|0	391	1173
R8TK21|FEATURES|UNIPROT_deepARG|beta_lactam|IKC_04835|antibiotic_inactivation|1	257	771
A0A0F5Q3R3|FEATURES|UNIPROT_deepARG|aminoglycoside|WH87_16890|antibiotic_inactivation|0	147	441
ZP_04639026|FEATURES|ARDB_deepARG|multidrug|AcrB|antibiotic_efflux|0	1050	3150
V7ECJ9|FEATURES|UNIPROT_deepARG|beta_lactam|MHB_001273|antibiotic_inactivation|1	384	1152
ZP_03282047|FEATURES|ARDB_deepARG|multidrug|MdtH|antibiotic_efflux|0	402	1206
AAB31949|FEATURES|ARDB_deepARG|multidrug|NorA|antibiotic_efflux|0	388	1164
ZP_04301662|FEATURES|ARDB_deepARG|beta_lactam|BcII|antibiotic_inactivation|1	264	792
A6VP08|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	643	1929
R8CJA2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A0J6IKL5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
YP_040175|FEATURES|ARDB_deepARG|multidrug|NorA|antibiotic_efflux|0	388	1164
J7X5R0|FEATURES|UNIPROT_deepARG|beta_lactam|IC3_00832|antibiotic_inactivation|1	348	1044
I6ZM37|FEATURES|UNIPROT_deepARG|beta_lactam|CTX-M|antibiotic_inactivation|1	274	822
A0A0N8LVX6|FEATURES|UNIPROT_deepARG|beta_lactam|AN672_11615|antibiotic_inactivation|1	381	1143
D8JDD6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
I3IEQ0|FEATURES|UNIPROT_deepARG|beta_lactam|O59_000556|antibiotic_inactivation|1	239	717
A0A0G0NHK3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	256	768
A0A0R1HG89|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
A0A080M614|FEATURES|UNIPROT_deepARG|bacitracin|uppP_2|antibiotic_target_alteration|0	273	819
A0A150DTH3|FEATURES|UNIPROT_deepARG|beta_lactam|AT258_18160|antibiotic_inactivation|1	312	936
A0A0P9DY30|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0A7LME7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	263	789
A0A0K4JSY0|FEATURES|UNIPROT_deepARG|multidrug|mdtL|antibiotic_efflux|0	391	1173
ACC96132|FEATURES|ARDB_deepARG|aminoglycoside|AadD|antibiotic_inactivation|1	237	711
C8VW43|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	266	798
J7K0Z2|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1	275	825
G4L895|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
G9EAI4|FEATURES|UNIPROT_deepARG|beta_lactam|KUC_0987|antibiotic_inactivation|1	391	1173
A0A0C5J248|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0J5Y6I2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
ABG68909|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0	648	1944
A0A0T9QV03|FEATURES|UNIPROT_deepARG|polymyxin|pmrF|antibiotic_target_alteration|0	327	981
H5XH09|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	303	909
E5X1E3|FEATURES|UNIPROT_deepARG|beta_lactam|HMPREF1016_02750|antibiotic_inactivation|1	321	963
K4N2F3|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA1|antibiotic_inactivation|1	263	789
CAB61225|FEATURES|ARDB_deepARG|glycopeptide|VanZ|antibiotic_target_alteration|1	161	483
A0A127SPR3|FEATURES|UNIPROT_deepARG|beta_lactam|CblA-1|antibiotic_inactivation|1	300	900
YP_001569068|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MsrA|antibiotic_target_protection|1	488	1464
YP_001476958|FEATURES|ARDB_deepARG|kasugamycin|KsgA|antibiotic_target_alteration|0	272	816
ZP_04144736|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	263	789
A0A068RAR0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
R8WKI6|FEATURES|UNIPROT_deepARG|beta_lactam|WEW_04326|antibiotic_inactivation|1	377	1131
G5JVB1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
A0A060KZB6|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
A0A127SU17|FEATURES|UNIPROT_deepARG|chloramphenicol|catQ|antibiotic_inactivation|0	225	675
ABG71589|FEATURES|ARDB_deepARG|multidrug|mdtF|antibiotic_efflux|0	1037	3111
AAZ98836|FEATURES|ARDB_deepARG|glycopeptide|VanSD|antibiotic_target_alteration|1	381	1143
ABG71881|FEATURES|ARDB_deepARG|multidrug|MdtL|antibiotic_efflux|0	391	1173
A0A0R0ATA2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	264	792
C3G2Z8|FEATURES|UNIPROT_deepARG|chloramphenicol|bthur0009_21620|antibiotic_inactivation|1	216	648
YP_152202|FEATURES|ARDB_deepARG|multidrug|TolC|antibiotic_efflux|0	489	1467
V4P0Y2|FEATURES|UNIPROT_deepARG|aminoglycoside|AEAC466_20400|antibiotic_inactivation|1	271	813
A4YJM2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
G3IW27|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A091ACG2|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	325	975
E5WF18|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	140	420
A0A127SE08|FEATURES|UNIPROT_deepARG|chloramphenicol|catQ|antibiotic_inactivation|1	219	657
R8QDG0|FEATURES|UNIPROT_deepARG|beta_lactam|IIQ_01478|antibiotic_inactivation|1	310	930
A0A0R2DJE1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0M1JAQ7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A059I5K4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
R6CGS2|FEATURES|UNIPROT_deepARG|chloramphenicol|BN509_00397|antibiotic_inactivation|1	212	636
A0ESH7|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	381	1143
BAA78801|FEATURES|ARDB_deepARG|aminoglycoside|Ant3Ia|antibiotic_inactivation|1	336	1008
CAJ43426|FEATURES|ARDB_deepARG|fusidic_acid|fusB|antibiotic_inactivation|1	210	630
R8DTE4|FEATURES|UNIPROT_deepARG|beta_lactam|IIU_05946|antibiotic_inactivation|1	329	987
CAU08343|FEATURES|ARDB_deepARG|beta_lactam|VIM-2|antibiotic_inactivation|1	266	798
A0A0A1VEF0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	270	810
NP_709857|FEATURES|ARDB_deepARG|multidrug|MdtN|antibiotic_efflux|0	343	1029
Q8KT56|FEATURES|UNIPROT_deepARG|beta_lactam|cfxa2|antibiotic_inactivation|1	321	963
A0A0Q4MD40|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0T9UUT1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	388	1164
Q1LMH1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	390	1170
E0TZ31|FEATURES|UNIPROT_deepARG|bacitracin|yubB|antibiotic_target_alteration|0	276	828
ZP_02367088|FEATURES|ARDB_deepARG|multidrug|AmrB|antibiotic_efflux|0	1043	3129
I0GSW0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	283	849
R8KPR0|FEATURES|UNIPROT_deepARG|beta_lactam|ICS_02171|antibiotic_inactivation|1	256	768
A0A0A2G474|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	283	849
J7JZQ3|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1	275	825
A0A0Q6HEU8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	295	885
A0A106DP26|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
P29806|FEATURES|UNIPROT_deepARG|aminoglycoside|aadB|antibiotic_inactivation|1	177	531
A0A0S2KLS7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	286	858
A0A101E4V3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
A0A010SUD7|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	393	1179
A0A0B4ZUG5|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-116|antibiotic_inactivation|1	259	777
R6VFJ0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
R4WT84|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	389	1167
J6H1B3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0V9H6D9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	647	1941
CAJ45367|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|mefA|antibiotic_efflux|1	405	1215
W4B1E4|FEATURES|UNIPROT_deepARG|chloramphenicol|C161_10563|antibiotic_inactivation|1	215	645
A0A0E1JG76|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
C3I2Z2|FEATURES|UNIPROT_deepARG|beta_lactam|bthur0013_31230|antibiotic_inactivation|1	298	894
A0A097EJU2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
A0A094WDW9|FEATURES|UNIPROT_deepARG|chloramphenicol|BALCAV_0219240|antibiotic_inactivation|1	215	645
BAA06245|FEATURES|ARDB_deepARG|aminoglycoside|AadD|antibiotic_inactivation|1	253	759
ACI71754|FEATURES|ARDB_deepARG|kasugamycin|KsgA|antibiotic_target_alteration|0	273	819
R6SYY2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	295	885
